,S,E,Ia,Is,R,Ihsub,Ihcrit,D,Htot,Dperday,NCperday,Hcumulative
2020-07-26,9793075.140929753,38791.21211313005,39787.321227504224,16267.76093889676,769324.8204131824,2136.0925087860614,1349.3483202507566,5376.3035484986485,3485.4408290368183,67.73549844032163,9939.947021004577,31189.483802473387
2020-07-27,9783135.193908744,38985.24493998013,40061.83793105127,16379.8417259749,778592.4253468051,2150.8192510142103,1358.597849488803,5444.0390469389695,3509.4171005030144,68.19045309313307,10001.691576132816,31563.393731234497
2020-07-28,9773133.502332617,39197.17100081559,40319.92174973316,16485.222087438528,787926.2459985765,2165.736377146743,1367.9709536435573,5512.229500032102,3533.7073307903,68.63159706122971,10067.986462449562,31939.97601449508
2020-07-29,9763065.515870163,39439.92988788764,40552.43100380088,16580.16513953636,797330.5337361303,2180.9983807722447,1377.5648846146958,5580.861097093332,3558.563265386941,69.09598005253996,10122.070354764848,32319.410374694664
2020-07-30,9752943.4455154,39685.592296708215,40778.48766040669,16672.480850146352,806794.6179365246,2196.257915260388,1387.160748408476,5649.957077145874,3583.4186636688646,69.57104857545734,10169.5971597477,32701.25032793992
2020-07-31,9742773.84835565,39920.008690138005,41007.74795156173,16766.11706345834,816312.7706071503,2211.3345923230177,1396.6446139954792,5719.528125721329,3607.979206318496,70.05036018919827,10213.3104617631,33085.25627231619
2020-08-01,9732560.537893888,40135.80552937801,41245.16751904853,16863.09972224502,825881.723566222,2226.131852092919,1405.9554312142805,5789.578485910529,3632.087283307197,70.52800705513941,10255.70982068214,33471.29201720556
2020-08-02,9722304.82807321,40331.791819976206,41491.409991293396,16963.699636299316,835500.4537547295,2240.6297427521727,1415.0804887773295,5860.106492965667,3655.7102315295033,70.99808133466023,10299.294796375076,33859.31579047948
2020-08-03,9712005.533276835,40512.959111827455,41742.84698336654,17066.432482434437,845170.1832364367,2254.884920532173,1424.0554142709525,5931.10457430033,3678.940334803125,71.45467518913274,10346.564948712365,34249.38023849843
2020-08-04,9701658.968328116,40690.48149917346,41991.55809698187,17168.05880448378,854894.3791978838,2269.0306497135994,1432.964174155346,6002.559249489458,3701.9948238689453,71.89188077994059,10400.019837565304,34641.632426112155
2020-08-05,9691258.948490553,40881.71562060285,42225.33092049732,17263.584013301002,864678.7539483845,2283.2768026264434,1441.9390737645865,6074.451130269401,3725.2158763910293,72.31767451227601,10455.983189977382,35036.31383665972
2020-08-06,9680802.965300577,41095.09413293074,42438.12639823519,17350.53681332068,874525.7418410198,2297.7234874531305,1451.0432216825063,6146.768804781676,3748.766709135637,72.75956091807191,10502.215462592469,35433.52827368948
2020-08-07,9670300.749837983,41309.09255203605,42644.71742331288,17434.957460033263,884426.7498021614,2312.099287800881,1460.105270972059,6219.528365699749,3772.20455877294,73.20792957346364,10542.935181737628,35832.9157724275
2020-08-08,9659757.814656246,41512.51834425217,42852.750480577975,17519.97438392817,894376.9129509436,2326.259300691937,1469.0335880867826,6292.736295273212,3795.29288877872,73.65775013622628,10580.230158823024,36234.27287727883
2020-08-09,9649177.584497422,41699.36294709372,43066.261123428885,17607.238474049314,904373.2581050169,2340.1233689426904,1477.7774386359656,6366.394045409438,3817.9008075786573,74.10417870519392,10616.104662767671,36637.475801258246
