FIP,County,_0to9,_10to19,_20to29,_30to39,_40to49,_50to59,_60to69,_70to79,_80up,POPSIZE
13237,"Putnam County, Georgia",0.1035738368172623,0.11121600359631377,0.09930321420543944,0.10492245448415374,0.10532703978422116,0.1406158687345471,0.1594965160710272,0.11000224769611147,0.0655428186109238,22245.0
13239,"Quitman County, Georgia",0.09094772630684234,0.10072248193795157,0.07352316192095197,0.08032299192520187,0.09222269443263917,0.12919677008074798,0.18954526136846575,0.14152146196345092,0.1019974500637484,2353.0
13241,"Rabun County, Georgia",0.08329001328481488,0.10050251256281408,0.09975163172182752,0.09276266389418356,0.11257436608329,0.13481199098942992,0.1623057817824756,0.13140414717264484,0.0825968925085196,17313.0
13243,"Randolph County, Georgia",0.10931344963421497,0.11620709060213845,0.1118458075407991,0.09876195835678107,0.08708497467642093,0.1298536859876196,0.14603263927968485,0.10016882386043896,0.10073157006190207,7108.0
13245,"Richmond County, Georgia",0.128518983814752,0.12839677566004626,0.17063680225254071,0.1347369347261804,0.10464928703762544,0.11990575307109093,0.10885813588569138,0.059305173315604996,0.044992154236467886,204569.0
13247,"Rockdale County, Georgia",0.12255563782065243,0.14809895039414658,0.12480945951831368,0.1132463742868342,0.12816297199599322,0.14319933800792647,0.11555463612212012,0.06316144767213971,0.04121118418187361,91844.0
13249,"Schley County, Georgia",0.11194590533433507,0.1590909090909091,0.101427498121713,0.10199098422238917,0.14894815927873778,0.1380540946656649,0.10217881292261458,0.08527422990232908,0.05108940646130729,5324.0
13251,"Screven County, Georgia",0.11640360766629085,0.10900507328072154,0.12838218714768884,0.10999154453213078,0.11506482525366404,0.14310879368658402,0.14099492671927846,0.08074971815107103,0.05629932356257046,14192.0
13253,"Seminole County, Georgia",0.1070761326482952,0.1158337225595516,0.10859411489957964,0.09750116767865484,0.10684259691732836,0.13591779542269966,0.14117234936945353,0.10439047174217657,0.08267164876226063,8564.0
13255,"Spalding County, Georgia",0.12592515530719614,0.12686145706387658,0.13014594417858094,0.12069375501590228,0.1147787058229052,0.12518205867491008,0.11957911006747315,0.08157714829236394,0.0552566655767916,67286.0
13257,"Stephens County, Georgia",0.11729374433363556,0.13176186158960412,0.13353732245391356,0.10327893623451194,0.11026745240253852,0.12911755817467513,0.1296086430945905,0.09043517679057116,0.054699304925959515,26472.0
13259,"Stewart County, Georgia",0.06799937037620023,0.07177711317487799,0.2364237368172517,0.18133165433653392,0.10294349126396976,0.11081378876121516,0.10073980796474108,0.06264756807807335,0.06532346922713679,6353.0
13261,"Sumter County, Georgia",0.12149748876552999,0.14079434311393074,0.16359370869680148,0.1070578905630452,0.10547184773988898,0.1228852762357917,0.11132038065027756,0.07342056568860693,0.05395849854612742,30264.0
13263,"Talbot County, Georgia",0.08179831408054948,0.09631595379331877,0.10287230721198876,0.09381829534811116,0.1052138620043709,0.16703090852325944,0.17795816422104274,0.10864814236653138,0.06634405245082735,6406.0
13265,"Taliaferro County, Georgia",0.0936195587358378,0.08228980322003578,0.10137149672033392,0.09779367918902802,0.1067382230172928,0.15086463923673227,0.15146094215861658,0.1073345259391771,0.10852713178294572,1677.0
13267,"Tattnall County, Georgia",0.10909797822706063,0.11275272161741835,0.1540824261275272,0.14836702954898912,0.13635303265940898,0.12846034214618973,0.10419906687402801,0.0635303265940902,0.04315707620528771,25720.0
